2017-03-14 14:04:46.372 [最新]接收到逐笔数据：要求的大单数据起始序号：6112
2017-03-14 14:04:46.372 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:02:43,835,-500
2017-03-14 14:04:50.282 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:04:21,835,-500
2017-03-14 14:04:50.282 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:04:25,835,-2000
2017-03-14 14:04:50.282 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:04:25,835,-24700
2017-03-14 14:04:50.283 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:04:25,835,-500
2017-03-14 14:04:50.283 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:04:30,834,-300
2017-03-14 14:04:50.283 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:04:36,835,3000
2017-03-14 14:04:50.360 [最新]接收到逐笔数据：要求的大单数据起始序号：6159
2017-03-14 14:04:50.361 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:04:36,835,3000
2017-03-14 14:04:50.361 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:04:36,835,33100
2017-03-14 14:04:54.278 [最新]接收到逐笔数据：要求的大单数据起始序号：6161
2017-03-14 14:04:54.279 [最新]接收到逐笔数据：sh600499,科达洁能,03-14 14:04:41,835,100
